0,1,2,3,4,5,6,7,8,9,10,11
144,96,402,40,152,280,25,204,77,353,167,69
144,96,402,40,152,280,25,204,77,353,167,69
167,69,144,96,402,40,152,280,25,204,77,353
167,69,144,96,402,40,152,280,25,204,77,353
156,188,596,24,390,16,448,536,32,574,18,360
156,188,596,24,390,16,448,536,32,574,18,360
18,360,156,188,596,24,390,16,448,536,32,574
18,360,156,188,596,24,390,16,448,536,32,574
993,288,1584,344,994,1279,189,1106,215,1498,845,376
993,288,1584,344,994,1279,189,1106,215,1498,845,376
845,376,993,288,1584,344,994,1279,189,1106,215,1498
845,376,993,288,1584,344,994,1279,189,1106,215,1498
177,11,118,16,126,112,28,242,22,80,19,98
177,11,118,16,126,112,28,242,22,80,19,98
19,98,177,11,118,16,126,112,28,242,22,80
19,98,177,11,118,16,126,112,28,242,22,80
36,487,1362,54,875,18,884,586,128,1200,22,451
36,487,1362,54,875,18,884,586,128,1200,22,451
22,451,36,487,1362,54,875,18,884,586,128,1200
22,451,36,487,1362,54,875,18,884,586,128,1200
1860,58,1328,70,1419,702,216,2103,63,801,58,933
1860,58,1328,70,1419,702,216,2103,63,801,58,933
58,933,1860,58,1328,70,1419,702,216,2103,63,801
58,933,1860,58,1328,70,1419,702,216,2103,63,801
472,144,731,178,502,565,87,508,109,670,306,238
472,144,731,178,502,565,87,508,109,670,306,238
306,238,472,144,731,178,502,565,87,508,109,670
306,238,472,144,731,178,502,565,87,508,109,670
459,823,2615,98,1510,413,747,890,262,2470,294,645
459,823,2615,98,1510,413,747,890,262,2470,294,645
294,645,459,823,2615,98,1510,413,747,890,262,2470
294,645,459,823,2615,98,1510,413,747,890,262,2470
579,13,687,414,59,752,53,413,16,398,881,17
579,13,687,414,59,752,53,413,16,398,881,17
881,17,579,13,687,414,59,752,53,413,16,398
881,17,579,13,687,414,59,752,53,413,16,398
2,152,120,18,216,10,74,18,78,214,10,90
2,152,120,18,216,10,74,18,78,214,10,90
10,90,2,152,120,18,216,10,74,18,78,214
10,90,2,152,120,18,216,10,74,18,78,214
24,36,28,2,66,6,14,0,28,96,0,48
24,36,28,2,66,6,14,0,28,96,0,48
0,48,24,36,28,2,66,6,14,0,28,96
0,48,24,36,28,2,66,6,14,0,28,96
104,392,402,63,315,86,537,281,115,411,180,395
104,392,402,63,315,86,537,281,115,411,180,395
180,395,104,392,402,63,315,86,537,281,115,411
180,395,104,392,402,63,315,86,537,281,115,411
540,24,601,330,150,771,18,428,26,418,723,45
540,24,601,330,150,771,18,428,26,418,723,45
723,45,540,24,601,330,150,771,18,428,26,418
723,45,540,24,601,330,150,771,18,428,26,418
364,114,696,18,330,8,422,597,10,580,2,510
364,114,696,18,330,8,422,597,10,580,2,510
2,510,364,114,696,18,330,8,422,597,10,580
2,510,364,114,696,18,330,8,422,597,10,580
554,20,261,27,229,494,19,349,11,344,265,72
554,20,261,27,229,494,19,349,11,344,265,72
265,72,554,20,261,27,229,494,19,349,11,344
265,72,554,20,261,27,229,494,19,349,11,344
12,202,291,12,278,10,268,152,70,384,9,161
12,202,291,12,278,10,268,152,70,384,9,161
9,161,12,202,291,12,278,10,268,152,70,384
9,161,12,202,291,12,278,10,268,152,70,384
56,4,28,3,26,78,3,49,6,68,43,14
56,4,28,3,26,78,3,49,6,68,43,14
43,14,56,4,28,3,26,78,3,49,6,68
43,14,56,4,28,3,26,78,3,49,6,68
3,132,129,9,158,0,82,33,57,160,6,104
3,132,129,9,158,0,82,33,57,160,6,104
6,104,3,132,129,9,158,0,82,33,57,160
6,104,3,132,129,9,158,0,82,33,57,160
89,133,283,57,226,111,173,184,74,331,90,109
89,133,283,57,226,111,173,184,74,331,90,109
90,109,89,133,283,57,226,111,173,184,74,331
90,109,89,133,283,57,226,111,173,184,74,331
209,44,325,144,110,237,37,302,6,384,236,3
209,44,325,144,110,237,37,302,6,384,236,3
236,3,209,44,325,144,110,237,37,302,6,384
236,3,209,44,325,144,110,237,37,302,6,384
58,0,26,2,38,130,0,100,0,46,34,12
58,0,26,2,38,130,0,100,0,46,34,12
34,12,58,0,26,2,38,130,0,100,0,46
34,12,58,0,26,2,38,130,0,100,0,46
320,34,287,430,37,484,26,216,79,176,610,36
320,34,287,430,37,484,26,216,79,176,610,36
610,36,320,34,287,430,37,484,26,216,79,176
610,36,320,34,287,430,37,484,26,216,79,176
26,594,2135,6,877,12,657,478,244,1600,22,460
26,594,2135,6,877,12,657,478,244,1600,22,460
22,460,26,594,2135,6,877,12,657,478,244,1600
22,460,26,594,2135,6,877,12,657,478,244,1600
1108,318,1676,411,1029,1433,242,1240,260,1449,971,476
1108,318,1676,411,1029,1433,242,1240,260,1449,971,476
971,476,1108,318,1676,411,1029,1433,242,1240,260,1449
971,476,1108,318,1676,411,1029,1433,242,1240,260,1449
348,244,863,125,498,464,39,433,230,1132,274,174
348,244,863,125,498,464,39,433,230,1132,274,174
274,174,348,244,863,125,498,464,39,433,230,1132
274,174,348,244,863,125,498,464,39,433,230,1132
194,59,270,56,132,64,79,267,35,201,64,257
194,59,270,56,132,64,79,267,35,201,64,257
64,257,194,59,270,56,132,64,79,267,35,201
64,257,194,59,270,56,132,64,79,267,35,201
252,8,214,17,223,161,40,290,21,155,14,205
252,8,214,17,223,161,40,290,21,155,14,205
14,205,252,8,214,17,223,161,40,290,21,155
14,205,252,8,214,17,223,161,40,290,21,155
830,163,1122,604,287,611,379,1255,195,625,766,174
830,163,1122,604,287,611,379,1255,195,625,766,174
766,174,830,163,1122,604,287,611,379,1255,195,625
766,174,830,163,1122,604,287,611,379,1255,195,625
199,5,133,21,141,89,17,218,21,53,22,92
199,5,133,21,141,89,17,218,21,53,22,92
22,92,199,5,133,21,141,89,17,218,21,53
22,92,199,5,133,21,141,89,17,218,21,53
140,36,172,4,188,156,72,216,20,108,20,88
140,36,172,4,188,156,72,216,20,108,20,88
20,88,140,36,172,4,188,156,72,216,20,108
20,88,140,36,172,4,188,156,72,216,20,108
64,0,18,2,26,50,8,28,0,34,30,0
64,0,18,2,26,50,8,28,0,34,30,0
30,0,64,0,18,2,26,50,8,28,0,34
30,0,64,0,18,2,26,50,8,28,0,34
7,156,158,0,152,0,106,98,24,361,3,255
7,156,158,0,152,0,106,98,24,361,3,255
3,255,7,156,158,0,152,0,106,98,24,361
3,255,7,156,158,0,152,0,106,98,24,361
8,50,69,3,67,8,43,39,14,86,11,38
8,50,69,3,67,8,43,39,14,86,11,38
11,38,8,50,69,3,67,8,43,39,14,86
11,38,8,50,69,3,67,8,43,39,14,86
162,13,253,187,42,367,26,167,21,120,459,10
162,13,253,187,42,367,26,167,21,120,459,10
459,10,162,13,253,187,42,367,26,167,21,120
459,10,162,13,253,187,42,367,26,167,21,120
942,121,564,189,581,892,75,857,213,666,591,233
942,121,564,189,581,892,75,857,213,666,591,233
591,233,942,121,564,189,581,892,75,857,213,666
591,233,942,121,564,189,581,892,75,857,213,666
885,50,508,121,414,287,102,849,80,331,127,288
885,50,508,121,414,287,102,849,80,331,127,288
127,288,885,50,508,121,414,287,102,849,80,331
127,288,885,50,508,121,414,287,102,849,80,331
666,8,327,6,347,561,21,551,0,427,312,128
666,8,327,6,347,561,21,551,0,427,312,128
312,128,666,8,327,6,347,561,21,551,0,427
312,128,666,8,327,6,347,561,21,551,0,427
422,81,322,145,228,224,87,532,133,152,120,208
422,81,322,145,228,224,87,532,133,152,120,208
120,208,422,81,322,145,228,224,87,532,133,152
120,208,422,81,322,145,228,224,87,532,133,152
560,150,712,517,183,434,204,799,172,422,519,123
560,150,712,517,183,434,204,799,172,422,519,123
519,123,560,150,712,517,183,434,204,799,172,422
519,123,560,150,712,517,183,434,204,799,172,422
346,48,253,670,44,356,22,387,243,67,651,25
346,48,253,670,44,356,22,387,243,67,651,25
651,25,346,48,253,670,44,356,22,387,243,67
651,25,346,48,253,670,44,356,22,387,243,67
38,109,279,2,181,2,317,193,0,185,32,142
38,109,279,2,181,2,317,193,0,185,32,142
32,142,38,109,279,2,181,2,317,193,0,185
32,142,38,109,279,2,181,2,317,193,0,185
754,186,560,508,159,566,211,734,443,187,394,256
754,186,560,508,159,566,211,734,443,187,394,256
394,256,754,186,560,508,159,566,211,734,443,187
394,256,754,186,560,508,159,566,211,734,443,187
783,50,297,41,290,755,61,529,115,527,265,72
783,50,297,41,290,755,61,529,115,527,265,72
265,72,783,50,297,41,290,755,61,529,115,527
265,72,783,50,297,41,290,755,61,529,115,527
210,4,70,0,107,189,0,152,12,142,116,33
210,4,70,0,107,189,0,152,12,142,116,33
116,33,210,4,70,0,107,189,0,152,12,142
116,33,210,4,70,0,107,189,0,152,12,142
30,2,58,0,28,0,22,68,2,40,0,48
30,2,58,0,28,0,22,68,2,40,0,48
0,48,30,2,58,0,28,0,22,68,2,40
0,48,30,2,58,0,28,0,22,68,2,40
140,822,591,166,1026,158,539,153,515,1088,45,685
140,822,591,166,1026,158,539,153,515,1088,45,685
45,685,140,822,591,166,1026,158,539,153,515,1088
45,685,140,822,591,166,1026,158,539,153,515,1088
27,540,1509,47,663,216,1277,630,147,1401,57,386
27,540,1509,47,663,216,1277,630,147,1401,57,386
57,386,27,540,1509,47,663,216,1277,630,147,1401
57,386,27,540,1509,47,663,216,1277,630,147,1401
463,9,261,12,301,246,23,549,6,143,6,167
463,9,261,12,301,246,23,549,6,143,6,167
6,167,463,9,261,12,301,246,23,549,6,143
6,167,463,9,261,12,301,246,23,549,6,143
130,6,95,0,81,83,14,145,6,72,0,76
130,6,95,0,81,83,14,145,6,72,0,76
0,76,130,6,95,0,81,83,14,145,6,72
0,76,130,6,95,0,81,83,14,145,6,72
370,28,806,1386,58,873,165,915,897,165,1736,140
370,28,806,1386,58,873,165,915,897,165,1736,140
1736,140,370,28,806,1386,58,873,165,915,897,165
1736,140,370,28,806,1386,58,873,165,915,897,165
471,109,377,161,382,241,146,257,146,427,147,250
471,109,377,161,382,241,146,257,146,427,147,250
147,250,471,109,377,161,382,241,146,257,146,427
147,250,471,109,377,161,382,241,146,257,146,427
785,157,709,106,636,421,184,1043,129,709,132,601
785,157,709,106,636,421,184,1043,129,709,132,601
132,601,785,157,709,106,636,421,184,1043,129,709
132,601,785,157,709,106,636,421,184,1043,129,709
208,13,142,2,125,123,25,194,14,71,35,86
208,13,142,2,125,123,25,194,14,71,35,86
35,86,208,13,142,2,125,123,25,194,14,71
35,86,208,13,142,2,125,123,25,194,14,71
2,152,120,18,216,10,74,18,78,214,10,90
2,152,120,18,216,10,74,18,78,214,10,90
10,90,2,152,120,18,216,10,74,18,78,214
10,90,2,152,120,18,216,10,74,18,78,214
43,158,240,52,343,32,149,65,168,416,20,233
43,158,240,52,343,32,149,65,168,416,20,233
20,233,43,158,240,52,343,32,149,65,168,416
20,233,43,158,240,52,343,32,149,65,168,416
3,132,129,9,158,0,82,33,57,160,6,104
3,132,129,9,158,0,82,33,57,160,6,104
6,104,3,132,129,9,158,0,82,33,57,160
6,104,3,132,129,9,158,0,82,33,57,160
10,46,115,12,71,4,87,63,9,110,4,42
10,46,115,12,71,4,87,63,9,110,4,42
4,42,10,46,115,12,71,4,87,63,9,110
4,42,10,46,115,12,71,4,87,63,9,110
364,22,298,10,308,236,82,468,22,154,16,218
364,22,298,10,308,236,82,468,22,154,16,218
16,218,364,22,298,10,308,236,82,468,22,154
16,218,364,22,298,10,308,236,82,468,22,154
